lat,lon,expiry_days_left,distance_mm,time_to_migrate_s,sample_volume_uL,sample_pH,sample_turbidity_NTU,sample_temp_C,ambient_T_C,ambient_RH_pct,lighting_lux,tilt_deg,preincubation_time_s,time_since_sampling_min,image_blur_score,tempo_transporte_horas,estimated_concentration_ppb,incerteza_estimativa_ppb,control_line_ok,controle_interno_result,result_class
-22.8693,-43.22339,184,19.05,331.5,74.5,6.18,11.4,20.9,27.9,82.3,286.6,1.4,32.8,77.2,0.0,3.57,23.22,2.51,1,2,negative
-22.863679,-43.209249,509,31.75,503.8,94.3,6.69,15.6,26.5,21.5,66.9,526.1,0.6,20.8,96.5,0.0,14.13,34.91,4.82,1,2,positive
-22.863725,-43.235284,302,18.14,336.6,70.3,6.5,19.5,22.1,29.3,57.6,246.3,2.3,28.6,11.8,0.0,2.96,17.01,2.91,1,2,negative
-22.87541,-43.215593,113,15.75,266.7,83.9,6.04,35.3,27.1,18.6,60.5,340.7,1.6,17.7,37.4,0.0,4.56,20.26,1.85,1,2,negative
-22.974888,-43.233056,510,25.28,199.4,68.2,6.94,9.7,22.6,23.7,40.5,410.5,2.2,34.7,108.3,0.0,6.46,31.6,2.34,1,2,positive
-22.856597,-43.232168,500,26.99,170.3,69.1,8.03,11.5,17.5,30.9,64.6,127.7,1.1,20.8,28.1,0.0,7.66,31.08,4.54,1,2,invalid
-22.850682,-43.240655,200,26.88,449.2,63.7,6.62,11.6,21.7,25.9,52.3,448.6,1.1,43.7,29.6,0.145,7.15,32.41,5.21,1,2,positive
-22.875927,-43.211483,380,20.57,654.1,85.0,6.26,25.8,18.7,22.8,73.2,561.5,1.3,20.0,104.1,0.0,2.99,23.95,3.09,1,2,positive
-22.882203,-43.242396,382,19.12,400.9,74.1,7.17,6.9,26.7,18.9,50.5,322.9,3.3,51.9,70.3,0.0,4.42,22.68,3.49,1,2,negative
-22.98049,-43.237826,275,18.03,282.3,70.2,7.09,58.6,20.0,25.0,33.0,416.4,0.2,33.3,95.9,0.0,16.54,18.25,1.72,1,2,negative
-22.987476,-43.23134,47,19.5,457.5,63.0,5.59,34.7,19.4,20.9,64.0,348.5,4.9,40.9,21.2,0.132,2.91,21.96,2.96,1,2,negative
-22.899879,-43.408094,356,27.52,499.4,73.1,7.79,25.5,26.5,25.0,58.4,594.7,2.3,31.0,39.8,0.0,15.47,37.65,7.49,0,2,invalid
-22.860492,-43.243239,342,22.61,411.8,54.2,6.64,10.8,23.3,22.5,63.7,379.0,3.1,33.8,70.3,0.0,6.26,24.23,4.81,1,2,positive
-22.898729,-43.390038,199,21.91,470.1,54.3,7.04,2.6,14.4,27.6,50.3,257.9,0.1,29.1,15.2,0.0,13.81,28.36,2.26,1,2,positive
-22.901101,-43.397285,253,14.02,380.4,64.0,6.61,16.1,23.3,30.0,19.1,328.6,1.2,54.8,69.4,0.0,29.02,11.1,1.97,1,2,negative
-22.856777,-43.240003,15,30.79,612.8,66.5,6.86,7.6,21.0,30.1,74.9,508.7,1.6,16.1,18.0,0.0,11.5,35.31,4.58,0,2,invalid
-22.858384,-43.229381,181,18.53,417.9,69.3,7.95,24.5,15.4,21.8,72.1,636.5,2.5,22.6,69.6,0.0,17.39,17.66,3.5,1,2,negative
-22.872179,-43.237701,36,34.51,326.8,53.0,6.68,2.4,19.5,22.0,42.4,542.7,1.5,28.8,74.1,0.21,14.64,39.5,2.56,1,2,positive
-22.983132,-43.238635,232,21.3,576.2,56.6,6.82,8.0,25.1,28.2,68.9,258.7,1.1,38.0,67.3,0.0,10.29,23.54,1.77,1,2,positive
-22.981351,-43.239416,222,24.78,291.2,75.8,7.31,12.9,20.0,25.1,45.3,460.8,3.3,33.7,66.5,0.0,11.31,31.37,2.0,1,2,positive
-22.868258,-43.22141,454,28.72,418.3,55.7,6.01,10.5,30.1,22.8,43.3,429.9,3.6,42.7,44.9,0.0,5.98,37.35,4.33,1,2,positive
-22.876056,-43.244529,483,23.9,329.5,75.2,8.38,10.8,19.3,21.4,61.1,395.6,1.0,41.2,189.3,0.0,6.74,29.41,5.76,1,2,positive
-22.884049,-43.218819,274,16.06,243.0,57.5,7.2,34.7,16.2,24.1,58.4,378.4,3.5,26.5,47.4,0.0,5.85,16.74,1.25,1,2,negative
-22.873031,-43.221367,406,17.09,352.6,71.2,8.2,54.7,19.9,24.1,51.5,468.9,3.3,44.4,62.4,0.0,6.26,16.8,0.88,1,2,negative
-22.871482,-43.245541,503,17.92,258.7,68.0,7.26,7.7,18.4,25.2,51.9,347.7,4.0,33.6,27.2,0.0,8.92,18.68,2.76,1,2,negative
-22.856036,-43.22468,479,25.0,560.6,60.8,7.65,19.1,23.6,28.4,33.1,245.6,2.8,32.3,84.9,0.0,7.03,33.38,6.26,1,2,positive
-22.875429,-43.244744,80,21.99,372.3,88.3,7.54,22.5,19.7,26.6,54.9,578.7,0.5,21.5,83.4,0.0,11.16,25.72,4.19,1,2,positive
-22.990076,-43.243471,251,28.04,230.6,58.6,7.49,48.8,20.2,23.9,18.9,488.3,0.6,23.8,170.6,0.0,3.74,37.52,6.96,1,2,positive
-22.865255,-43.226553,319,14.51,495.0,63.4,6.99,3.8,23.3,23.8,80.0,493.6,0.7,35.4,21.5,0.0,10.76,13.94,1.16,1,2,negative
-22.87979,-43.21826,512,24.99,460.9,63.5,6.08,32.4,17.7,29.2,66.7,534.8,4.3,45.8,22.7,0.0,2.23,31.13,2.31,1,1,positive
-22.866127,-43.240365,479,29.1,445.0,78.2,6.49,15.7,17.7,27.1,67.2,376.3,3.8,13.1,66.8,0.03,4.56,35.84,3.15,1,2,positive
-22.978787,-43.234348,400,22.36,287.5,52.6,7.45,33.7,21.2,26.5,42.4,483.3,4.2,30.5,95.1,0.0,17.36,28.67,3.83,1,2,positive
-22.895163,-43.395861,310,22.12,386.9,66.0,6.11,33.7,19.7,19.7,86.8,200.2,1.7,25.5,75.9,0.0,20.42,32.83,2.91,1,2,positive
-22.902973,-43.392851,464,19.81,516.8,66.0,7.16,10.3,18.0,28.6,47.0,347.6,1.1,37.4,23.7,0.0,9.14,25.84,3.02,1,2,negative
-22.900725,-43.394722,332,23.64,323.1,69.7,8.12,4.8,25.6,24.8,63.3,306.6,1.9,36.6,41.4,0.0,8.8,28.08,2.16,1,2,positive
-22.905109,-43.399194,309,15.46,394.7,66.1,7.26,21.3,23.5,28.1,42.3,111.5,3.9,34.0,21.4,0.268,6.58,12.38,1.52,1,2,negative
-22.87756,-43.216379,401,22.53,172.8,75.2,8.8,14.9,23.7,17.3,53.1,387.3,0.9,40.3,56.3,0.0,11.22,28.01,2.1,1,2,invalid
-22.873947,-43.217727,320,18.17,418.3,71.0,6.37,8.7,20.7,27.1,62.5,308.6,4.9,22.2,45.4,0.0,2.25,19.57,2.86,1,2,negative
-22.867217,-43.242064,34,26.08,659.7,96.4,7.18,21.9,23.0,18.7,61.8,102.0,3.0,28.8,58.3,0.0,0.5,29.68,3.98,1,2,positive
-22.87356,-43.241211,141,26.91,295.2,71.9,7.41,6.3,20.7,24.6,34.6,334.0,2.5,18.9,108.7,0.0,7.26,35.18,5.46,1,2,positive
-22.855969,-43.245203,480,13.25,473.1,68.8,6.86,8.0,15.5,31.4,72.7,399.0,3.8,20.9,30.7,0.0,9.2,11.76,1.33,1,2,negative
-22.859873,-43.228468,230,23.35,481.4,60.9,7.71,13.4,27.2,26.8,71.4,406.0,4.1,28.1,29.0,0.078,12.06,30.11,2.89,1,2,positive
-22.867994,-43.22335,160,16.36,452.7,44.0,6.49,7.1,19.6,24.6,79.0,551.3,0.3,22.6,112.1,0.0,7.61,17.6,0.89,1,1,invalid
-22.89236,-43.399194,130,13.11,623.4,75.8,5.93,13.3,21.0,23.4,50.7,487.6,2.0,20.5,34.0,0.0,12.93,12.14,1.49,1,2,negative
-22.877727,-43.229496,219,21.1,298.3,70.0,6.39,13.4,22.6,24.9,72.7,553.0,2.2,38.0,77.8,0.0,7.22,26.13,3.36,1,2,negative
-22.865872,-43.242034,230,22.23,340.6,60.3,8.47,21.7,21.7,28.1,55.4,426.9,6.1,20.1,44.8,0.0,5.83,29.52,2.53,1,2,positive
-22.894809,-43.394744,90,26.0,258.2,68.4,7.14,24.7,28.8,22.1,68.7,262.9,3.3,31.1,6.6,0.009,3.5,29.58,5.28,0,2,invalid
-22.861371,-43.232699,279,20.26,558.0,73.1,6.82,22.8,21.2,34.3,70.6,457.5,1.6,28.2,28.6,0.0,6.04,27.67,3.55,1,2,negative
-22.874909,-43.22053,42,19.82,294.4,66.8,5.76,36.7,22.2,27.2,54.4,394.4,1.9,18.4,65.4,0.0,8.01,22.18,4.35,1,2,negative
-22.869722,-43.220396,286,20.28,578.4,69.5,6.87,15.5,25.0,23.2,70.7,121.5,1.4,24.4,67.1,0.0,13.19,25.45,4.38,1,2,positive
-22.973186,-43.229201,310,17.06,518.7,69.6,7.92,27.0,21.3,25.1,44.0,353.7,2.1,33.2,212.1,0.185,9.59,20.93,2.01,1,2,negative
-22.874724,-43.212125,179,22.54,444.5,74.4,6.97,41.4,24.5,22.7,54.5,401.5,0.5,28.8,61.7,0.0,15.13,28.98,3.62,1,2,positive
-22.978421,-43.232104,326,29.26,250.1,54.0,6.97,11.8,19.6,21.0,58.3,551.9,0.3,29.4,28.0,0.0,8.42,37.07,2.73,1,2,positive
-22.875329,-43.21638,172,27.08,349.9,71.8,6.91,25.0,23.7,24.7,59.8,277.8,1.9,35.6,32.2,0.0,2.9,36.82,3.19,1,2,positive
-22.899696,-43.40862,120,34.43,346.6,67.1,6.51,16.3,27.4,29.6,50.8,333.9,2.5,32.3,19.3,0.0,4.75,38.03,2.04,1,2,positive
-22.872959,-43.238148,39,13.08,465.8,68.8,5.99,37.7,24.3,22.6,67.7,449.8,2.2,27.6,49.1,0.538,12.96,10.63,1.49,1,2,negative
-22.866228,-43.244611,529,32.3,403.1,63.3,7.19,11.2,17.4,17.9,85.6,496.1,1.9,17.0,52.4,0.0,7.37,36.2,5.03,1,2,positive
-22.862453,-43.230741,92,16.46,503.2,48.8,6.64,36.7,21.0,25.5,76.6,324.6,1.8,25.4,23.3,0.0,6.67,19.01,1.34,1,2,invalid
-22.88956,-43.404108,283,20.46,503.7,74.5,7.75,21.2,25.1,24.0,37.8,476.4,1.6,15.5,75.2,0.0,5.67,22.34,2.58,1,2,positive
-22.868325,-43.226073,135,16.91,512.4,61.0,5.88,29.0,19.3,20.6,82.8,595.4,4.7,51.8,81.5,0.0,23.61,16.63,2.52,1,2,negative
-22.860556,-43.234656,234,29.78,622.4,74.5,8.56,29.9,19.6,27.8,41.3,276.0,0.6,37.0,46.0,0.0,0.5,36.42,6.63,1,2,positive
-22.981679,-43.231167,387,25.35,425.1,57.9,7.43,27.1,18.4,24.5,39.4,301.1,2.1,29.3,19.6,0.0,8.07,32.77,5.03,1,2,positive
-22.986931,-43.233315,266,17.91,421.6,76.6,7.22,20.0,19.7,24.3,71.6,282.7,1.5,34.8,105.4,0.079,12.67,18.45,2.58,1,2,negative
-22.872847,-43.219998,379,23.77,468.0,77.5,6.92,10.5,25.3,23.4,87.5,435.8,3.6,32.3,85.8,0.0,14.84,27.73,3.16,1,2,positive
-22.892245,-43.400862,510,29.22,402.5,70.5,8.65,10.1,18.4,28.7,61.5,140.4,3.7,37.9,16.0,0.0,2.92,35.84,6.95,1,2,positive
-22.866059,-43.237187,47,15.86,378.4,64.9,6.7,20.3,21.3,28.0,47.6,370.9,0.3,21.7,11.6,0.144,16.68,16.27,1.67,1,2,negative
-22.870334,-43.214298,132,19.26,278.5,77.1,6.79,30.4,17.4,22.5,60.9,202.0,3.4,24.5,37.3,0.0,4.55,21.71,1.83,1,2,negative
-22.891204,-43.403811,350,27.03,651.5,60.8,6.17,17.6,19.0,26.3,44.8,206.3,2.1,45.9,51.7,0.0,4.96,32.31,5.99,1,2,positive
-22.871209,-43.213221,448,15.48,468.3,79.9,7.6,9.9,22.6,26.8,41.3,276.3,0.3,30.4,67.9,0.0,6.75,11.81,0.66,1,0,negative
-22.868262,-43.254901,103,19.38,534.7,64.3,7.27,18.9,23.0,21.1,44.3,385.3,0.5,37.0,28.3,0.0,1.84,25.92,3.46,1,2,positive
-22.900024,-43.404824,79,25.48,316.0,64.3,7.05,15.5,20.4,26.4,77.1,433.6,2.6,38.5,62.1,0.0,5.79,28.51,1.9,1,2,positive
-22.90198,-43.405082,485,23.31,313.6,77.6,6.84,14.5,21.1,24.9,68.3,212.1,4.0,31.0,18.7,0.0,25.79,31.41,5.02,1,2,positive
-22.861563,-43.215865,45,23.1,248.5,61.0,8.48,22.1,18.6,24.0,43.0,147.9,0.1,35.5,124.9,0.0,4.0,27.72,3.57,1,2,positive
-22.882766,-43.251201,30,13.15,348.5,60.7,7.46,29.2,24.6,24.7,78.3,469.9,3.1,36.1,60.3,0.0,18.26,13.01,1.26,1,2,negative
-22.871996,-43.217293,196,29.78,182.8,71.2,6.83,20.4,14.3,25.1,56.0,506.2,3.5,31.7,32.9,0.0,14.98,34.54,6.53,1,2,positive
-22.978338,-43.229681,463,19.57,311.3,61.8,7.16,6.6,24.6,24.4,60.5,396.2,0.8,25.1,33.5,0.0,6.76,23.72,3.57,1,2,negative
-22.876039,-43.221323,113,21.69,437.3,78.7,8.83,30.1,27.0,27.0,75.3,703.1,0.2,34.0,62.8,0.0,23.82,25.55,4.99,1,2,negative
-22.86698,-43.250218,294,25.61,499.3,68.3,6.21,5.1,19.3,10.7,75.7,149.3,1.9,25.3,118.0,0.0,1.53,32.24,6.12,1,2,positive
-22.869249,-43.223531,73,30.8,472.7,75.8,8.01,48.8,21.6,24.9,51.2,428.0,0.4,26.4,51.3,0.0,11.32,33.87,3.9,1,2,positive
-22.897992,-43.402835,419,27.64,308.3,69.1,6.87,22.1,21.6,30.4,87.8,242.2,0.5,28.7,42.0,0.0,2.81,37.63,6.95,1,2,positive
-22.882788,-43.220619,203,18.58,374.4,74.2,7.51,4.0,16.9,30.0,57.3,337.9,0.6,14.8,58.9,0.0,16.73,20.14,2.62,1,2,negative
-22.864449,-43.234023,446,27.13,276.5,85.6,7.71,24.6,25.0,25.8,68.7,293.8,1.3,50.2,15.8,0.0,13.23,30.31,1.82,1,2,positive
-22.879139,-43.24738,529,8.87,326.1,73.4,7.72,3.5,22.1,27.4,41.5,502.5,0.6,33.0,47.0,0.0,9.1,1.78,0.5,1,2,negative
-22.858025,-43.228678,100,26.32,421.3,73.2,7.39,15.0,20.4,27.6,46.9,284.2,0.0,28.2,55.9,0.0,7.86,36.27,2.29,1,2,positive
-22.882619,-43.247066,322,24.22,576.4,68.5,6.85,8.9,17.7,34.8,61.4,515.3,2.1,29.5,31.5,0.0,7.92,31.44,5.0,1,2,positive
-22.865282,-43.228505,280,23.68,522.1,79.7,6.81,5.5,14.0,26.3,83.1,396.8,5.4,27.7,73.1,0.0,13.03,32.19,3.28,1,2,positive
-22.878191,-43.237673,508,26.0,382.7,62.1,6.56,69.0,22.1,30.1,48.7,488.0,4.2,42.9,56.2,0.0,14.08,33.49,6.51,1,2,positive
-22.863707,-43.226406,467,20.66,484.5,54.9,7.27,12.3,22.6,25.8,62.4,405.1,0.3,23.0,34.7,0.0,11.23,21.21,3.14,1,2,positive
-22.976885,-43.234392,151,15.44,362.8,86.2,5.22,5.8,21.7,26.4,47.6,501.6,1.0,23.0,85.8,0.015,9.21,14.12,0.89,1,2,negative
-22.861182,-43.23646,267,14.91,410.2,62.5,6.89,1.7,18.0,25.1,41.1,286.7,0.1,28.5,20.2,0.0,13.08,14.86,2.12,1,2,negative
-22.86325,-43.234959,169,26.55,564.9,59.2,5.19,25.8,15.0,20.2,84.5,404.5,0.4,32.9,57.2,0.0,14.09,30.39,4.01,1,2,positive
-22.97665,-43.234457,520,32.88,388.0,72.0,5.73,4.5,24.5,22.6,100.0,265.7,0.6,36.1,81.5,0.0,1.71,44.41,4.67,1,2,positive
-22.861875,-43.227946,527,28.7,148.5,70.4,8.19,28.9,16.4,23.8,72.2,455.7,3.5,35.9,41.7,0.0,2.33,32.51,5.16,1,2,invalid
-22.904767,-43.40078,474,23.62,505.7,65.9,6.73,12.7,18.1,28.0,79.1,525.5,3.4,32.0,97.0,0.0,4.79,32.33,5.43,1,2,positive
-22.982245,-43.234239,420,24.61,404.0,59.5,7.15,20.1,21.9,26.5,50.0,325.5,8.1,50.8,46.2,0.0,4.32,31.65,3.06,1,2,positive
-22.861947,-43.231385,358,22.72,453.3,85.8,5.1,8.4,21.7,22.0,76.7,371.6,2.4,36.5,86.4,0.0,10.54,28.41,2.26,1,2,positive
-22.893667,-43.402004,108,21.48,253.6,76.4,8.12,13.3,25.0,24.6,81.0,452.2,0.5,42.8,46.8,0.285,8.94,26.51,1.66,1,2,negative
-22.876204,-43.230702,239,24.13,416.7,76.0,5.67,1.2,25.8,24.5,46.5,269.5,0.6,21.4,38.7,0.0,18.24,27.93,2.02,1,2,positive
-22.899096,-43.407271,529,21.78,448.2,68.1,7.97,21.5,19.2,27.3,69.2,387.6,1.7,33.6,9.1,0.246,7.96,27.86,1.55,1,2,positive
-22.862762,-43.23288,286,19.06,333.3,68.0,6.6,7.8,26.3,24.7,41.2,272.2,5.3,20.0,67.0,0.041,7.38,19.64,1.43,1,2,negative
-22.888098,-43.403842,132,26.16,320.5,83.1,6.64,1.6,19.3,14.3,30.7,349.0,3.7,42.2,13.1,0.0,18.19,31.01,2.77,1,2,positive
-22.879294,-43.217405,436,36.5,500.6,68.8,6.45,19.4,26.4,33.3,63.4,595.8,1.7,50.3,77.0,0.223,8.06,40.86,7.95,1,2,positive
-22.989558,-43.231142,125,26.88,415.3,53.9,6.53,8.3,24.0,29.5,72.8,148.4,0.7,32.9,47.9,0.0,12.32,32.99,6.29,1,2,positive
-22.860815,-43.217649,352,17.58,392.8,56.9,6.32,21.8,24.7,34.2,59.6,139.4,1.0,35.5,30.7,0.0,13.88,21.58,1.87,1,2,negative
-22.856631,-43.229486,205,29.38,258.5,55.8,6.35,22.5,22.4,23.5,69.3,473.1,0.7,19.8,53.1,0.0,7.25,31.54,2.29,1,2,positive
-22.866124,-43.242032,487,31.66,349.2,53.2,7.21,6.0,24.7,24.4,72.0,488.9,0.4,25.4,32.9,0.0,3.96,37.29,2.3,1,2,positive
-22.855465,-43.229341,48,20.72,258.7,74.3,6.25,18.5,19.1,28.1,64.3,354.8,1.2,29.0,36.0,0.054,5.51,20.04,1.25,1,0,positive
-22.868992,-43.224305,205,25.46,541.1,71.2,6.45,29.7,23.4,23.4,70.3,301.7,2.6,19.2,201.8,0.0,6.39,31.24,2.2,1,2,positive
-22.872441,-43.247989,306,9.04,584.9,61.0,6.32,49.0,29.1,24.5,48.7,382.5,0.1,18.5,70.4,0.0,3.59,7.1,0.73,1,2,negative
-22.902062,-43.402304,243,11.99,266.0,75.4,5.76,10.1,24.9,22.3,49.5,198.1,4.2,27.6,82.6,0.0,25.73,11.53,1.58,1,2,negative
-22.875565,-43.240793,451,18.2,350.7,86.7,7.05,7.3,16.1,23.3,71.6,381.4,0.4,28.3,65.1,0.181,4.53,21.82,3.2,1,2,negative
-22.869954,-43.218036,246,18.98,336.7,70.8,7.42,22.0,18.6,28.7,61.3,275.0,0.3,44.6,74.7,0.222,6.51,23.26,2.62,1,0,negative
-22.978518,-43.237795,83,25.55,563.8,55.2,5.85,26.4,22.7,27.0,87.1,451.3,2.2,33.0,12.0,0.0,4.02,31.52,3.18,0,2,invalid
-22.871844,-43.222574,215,28.51,359.5,107.6,6.86,45.4,17.5,21.2,47.5,394.0,2.5,18.2,25.5,0.47,11.77,34.05,3.25,1,2,positive
-22.860894,-43.231963,21,26.96,320.3,82.6,8.82,9.8,24.4,28.0,88.2,478.7,7.5,14.2,30.9,0.0,11.74,29.69,5.76,1,2,positive
-22.864452,-43.217372,122,20.42,444.6,66.3,6.82,8.3,21.5,19.9,59.5,279.8,3.9,17.7,43.1,0.0,18.24,25.8,4.71,1,2,positive
-22.87428,-43.221514,229,19.61,379.6,71.8,7.29,10.1,25.3,24.7,58.5,317.3,2.9,38.5,84.5,0.0,8.59,22.85,4.45,1,2,negative
-22.86468,-43.228795,536,30.13,582.9,72.6,6.7,35.2,18.9,26.7,24.4,345.3,1.6,26.8,31.5,0.0,5.46,36.09,3.36,1,2,positive
-22.860747,-43.236383,472,23.93,415.8,69.5,7.16,11.6,23.3,34.2,44.9,349.6,4.4,26.9,24.6,0.0,5.05,32.52,6.5,1,2,positive
-22.877158,-43.247478,518,21.06,548.4,77.3,8.22,23.7,27.0,24.4,70.8,223.9,3.1,38.5,56.3,0.0,6.44,26.46,1.37,1,2,positive
-22.857128,-43.232475,516,28.13,274.6,74.7,6.36,14.6,16.0,29.1,51.2,196.1,4.6,0.0,75.2,0.0,16.38,36.13,3.2,1,2,positive
-22.880702,-43.252387,375,12.81,226.7,80.1,6.38,4.9,27.5,29.8,86.3,373.2,4.9,30.1,42.4,0.0,14.8,12.89,1.94,1,2,negative
-22.861937,-43.221382,334,17.97,512.5,68.7,8.73,37.9,23.1,30.1,52.7,562.2,1.6,24.1,24.3,0.277,24.53,21.59,2.19,1,2,negative
-22.879086,-43.247487,202,21.47,554.3,78.0,6.62,17.2,20.1,23.6,87.7,348.5,3.4,33.0,44.2,0.0,3.97,27.93,2.43,1,2,positive
-22.899901,-43.402056,243,20.25,550.8,75.2,8.89,24.8,20.0,25.5,86.1,376.2,1.4,18.1,42.8,0.0,5.98,23.36,1.4,1,2,negative
-22.974123,-43.231747,50,17.22,358.0,63.0,8.16,76.8,24.4,26.2,77.4,342.7,1.4,16.7,30.7,0.0,9.4,17.1,0.99,1,2,negative
-22.978007,-43.23044,126,34.02,402.3,60.7,7.74,20.1,20.2,26.6,58.8,108.8,0.8,10.4,9.3,0.0,6.83,37.45,2.47,1,2,positive
-22.871952,-43.249783,334,24.22,345.0,63.9,7.64,15.7,20.8,17.4,63.2,217.5,2.2,10.0,119.2,0.119,27.24,32.83,4.56,1,2,positive
-22.989746,-43.239196,348,21.27,430.8,79.7,7.1,29.5,21.2,26.6,56.4,166.1,1.0,33.4,53.0,0.383,43.13,27.04,2.42,0,2,invalid
-22.85501,-43.229279,475,20.87,631.8,66.2,7.53,5.7,20.0,26.2,60.3,277.7,2.4,16.2,113.4,0.0,21.85,23.4,3.15,1,2,positive
-22.98379,-43.234254,168,27.71,653.6,66.0,8.05,17.3,16.4,24.6,36.7,218.8,2.0,31.1,107.9,0.0,17.21,34.3,2.91,1,2,positive
-22.894497,-43.392166,259,28.88,335.2,68.0,6.7,8.1,20.0,27.8,55.1,270.4,0.8,11.9,54.9,0.0,9.34,36.59,5.24,1,2,positive
-22.871508,-43.242191,353,22.9,456.9,52.8,6.28,42.6,22.7,22.3,62.2,303.8,4.9,27.4,21.7,0.0,13.19,27.81,1.96,1,0,positive
-22.876504,-43.212327,402,13.64,546.4,67.0,7.59,28.6,19.5,31.6,82.9,398.4,0.9,19.6,33.9,0.0,1.87,12.07,2.39,0,2,invalid
-22.901072,-43.402449,28,20.78,400.3,75.9,6.44,11.1,19.0,27.2,72.5,169.8,3.2,31.0,40.6,0.366,3.83,27.38,5.47,0,2,invalid
-22.874337,-43.219608,114,20.81,438.5,64.5,7.44,10.8,20.0,25.1,48.9,592.0,1.4,8.1,123.8,0.0,6.78,21.46,4.06,1,2,positive
-22.861102,-43.239215,192,15.68,262.4,77.7,7.83,8.6,28.5,32.3,62.2,304.3,2.3,34.8,42.0,0.448,21.14,15.99,3.2,1,2,negative
-22.874743,-43.220853,471,18.62,550.6,77.7,7.68,22.2,20.6,30.9,49.2,393.9,4.3,22.9,65.3,0.0,7.08,22.03,3.57,1,2,negative
-22.970749,-43.235446,487,29.69,669.6,68.0,9.38,18.8,28.3,14.2,78.7,286.4,0.7,23.7,33.2,0.0,0.67,36.03,2.17,1,2,positive
-22.873019,-43.218297,220,13.72,530.3,68.0,7.14,14.1,24.1,19.2,70.2,148.5,3.8,25.6,5.2,0.0,15.3,10.05,0.84,1,2,negative
-22.858668,-43.231499,428,20.06,226.7,69.0,7.88,10.9,18.2,34.8,59.9,214.6,2.0,40.2,55.0,0.0,4.3,23.4,4.36,1,2,negative
-22.982078,-43.235285,470,12.62,423.9,69.7,6.91,19.2,20.1,28.5,77.8,413.4,2.2,15.8,28.4,0.0,12.13,8.81,1.05,1,2,negative
-22.984347,-43.233803,480,27.4,492.7,70.4,7.58,23.3,30.3,34.2,45.6,262.3,4.4,38.6,191.8,0.0,5.48,35.56,4.63,1,2,positive
-22.873583,-43.233382,237,24.32,442.7,70.2,6.17,16.8,25.6,28.0,82.9,419.2,0.6,41.1,58.2,0.0,11.56,33.08,1.97,1,2,positive
-22.899632,-43.394784,334,20.56,114.6,69.7,7.82,20.7,19.5,26.0,39.2,10.0,0.2,32.4,50.6,0.32,16.25,28.57,4.01,1,2,invalid
-22.868863,-43.224115,225,20.27,743.3,57.7,6.41,5.5,19.7,21.3,85.9,730.4,8.3,30.4,43.8,0.085,24.17,25.95,5.18,1,2,negative
-22.978146,-43.227787,394,18.8,405.9,71.6,7.0,15.7,19.5,21.4,85.1,343.3,4.9,42.6,11.1,0.0,28.05,20.4,1.4,1,2,negative
-22.978848,-43.238516,294,36.46,401.4,68.9,7.92,9.5,24.3,26.1,45.4,636.5,3.2,38.0,129.5,0.0,5.4,40.3,7.51,1,2,positive
-22.868444,-43.245136,381,18.26,342.6,53.9,5.56,33.0,19.9,21.3,39.0,533.1,4.6,24.0,74.2,0.0,17.49,22.57,4.41,1,2,negative
-22.862456,-43.22702,364,22.55,477.7,74.7,6.33,29.9,22.2,25.4,53.3,494.8,5.4,35.5,46.6,0.101,7.31,28.44,3.54,1,2,positive
-22.900592,-43.410054,511,25.12,228.0,72.6,7.13,11.4,20.8,25.3,70.8,353.8,3.5,22.7,103.1,0.063,4.73,29.32,4.38,1,2,positive
-22.897367,-43.408869,390,19.86,331.1,57.6,8.07,32.9,25.2,27.2,49.1,422.9,5.3,30.7,147.0,0.0,4.36,21.94,4.18,1,1,negative
-22.872679,-43.221913,170,32.17,295.5,76.1,9.13,19.9,16.7,29.7,61.4,400.4,1.2,37.7,85.4,0.038,13.89,35.61,3.71,1,2,positive
-22.971702,-43.221571,43,29.46,452.1,78.7,6.86,13.3,20.4,28.0,72.6,692.3,0.7,13.4,23.5,0.353,7.14,38.23,4.12,1,2,positive
-22.988478,-43.228479,432,14.92,532.6,71.7,8.0,38.6,22.2,22.5,52.2,379.9,0.3,35.7,23.3,0.0,4.3,10.94,1.73,1,1,negative
-22.983269,-43.237073,40,21.28,443.1,83.9,7.54,32.0,23.1,27.5,63.7,333.5,0.5,21.7,77.3,0.0,2.55,21.95,3.46,1,1,negative
-22.865105,-43.230736,55,19.56,591.4,60.7,8.17,18.7,22.1,29.4,61.5,117.9,0.9,21.9,45.5,0.0,11.35,21.32,1.35,1,2,negative
-22.861848,-43.226315,335,27.23,491.4,69.9,7.15,33.0,29.0,24.8,74.4,450.8,1.6,27.1,84.1,0.0,2.45,32.2,5.44,1,2,positive
-22.872641,-43.249844,284,21.84,531.3,88.5,5.41,2.4,21.9,24.2,33.3,72.4,3.8,25.6,77.7,0.0,23.55,27.85,3.17,1,2,positive
-22.860309,-43.22377,350,19.26,350.1,64.9,6.25,33.7,20.2,28.7,96.8,494.1,2.9,19.7,77.9,0.081,11.28,24.41,2.74,1,2,negative
-22.890587,-43.39668,321,17.13,113.0,77.0,4.94,6.9,17.7,22.5,45.4,342.6,0.5,25.2,12.4,0.0,3.74,19.3,2.31,1,2,invalid
-22.983996,-43.229174,237,22.35,343.3,72.9,6.38,25.0,18.0,20.5,89.7,466.7,1.4,21.9,10.5,0.0,13.57,26.67,5.33,1,2,positive
